time,x,y,heading_deg,steer_deg,xte,target_idx
104.68,45.112,4.978,179.98,-0.43,0.155,330
104.78,44.941,5.019,179.95,0.51,0.027,330
104.88,44.823,4.996,179.98,-0.06,0.137,331
104.99,44.631,5.016,179.98,0.36,0.178,331
105.09,44.523,5.025,-180.00,0.56,0.073,331
105.20,44.330,5.001,-179.96,-0.02,0.124,332
105.30,44.204,4.996,-179.97,-0.12,0.250,332
105.40,44.082,4.978,-179.97,-0.50,0.135,332
105.50,43.918,4.971,180.00,-0.67,0.043,332
105.61,43.755,5.029,179.96,0.62,0.197,333
105.71,43.590,5.013,179.99,0.28,0.147,333
105.81,43.400,4.991,-179.99,-0.18,0.045,334
105.91,43.271,4.992,180.00,-0.15,0.173,334
106.01,43.145,4.997,179.99,-0.06,0.207,334
106.12,42.999,4.964,179.99,-0.77,0.070,334
106.22,42.822,5.016,179.94,0.38,0.118,335
106.32,42.720,5.039,179.96,0.80,0.222,335
106.42,42.529,4.979,-179.99,-0.47,0.097,335
106.53,42.401,5.035,179.98,0.83,0.048,335
106.63,42.235,5.011,-179.97,0.16,0.199,336
106.74,42.089,5.043,-179.96,0.84,0.167,336
106.84,41.935,5.024,-179.91,0.42,0.025,336
106.94,41.793,5.005,-179.88,-0.05,0.135,337
107.04,41.670,4.976,-179.88,-0.63,0.248,337
107.15,41.470,5.016,-179.92,0.25,0.050,337
107.25,41.345,5.026,-179.91,0.36,0.082,338
107.35,41.174,5.010,-179.89,0.04,0.249,338
107.45,41.033,5.026,-179.88,0.40,0.118,338
107.56,40.899,5.011,-179.86,0.06,0.023,338
107.66,40.786,5.041,-179.86,0.58,0.138,339
107.76,40.596,5.022,-179.82,0.22,0.185,339
107.87,40.439,5.022,-179.81,0.22,0.034,339
107.97,40.291,4.961,-179.79,-0.99,0.128,340
108.07,40.148,5.013,-179.85,0.08,0.241,340
108.17,40.044,4.952,-179.85,-1.22,0.145,340
108.27,39.777,4.977,-179.92,-0.52,0.132,341
108.38,39.703,5.007,-179.95,0.08,0.205,341
108.48,39.525,4.974,-179.95,-0.63,0.125,341
108.58,39.377,4.978,-179.99,-0.54,0.034,341
108.69,39.281,4.973,179.98,-0.49,0.124,342
108.79,39.090,4.989,179.95,-0.16,0.193,342
108.89,38.933,5.025,179.94,0.64,0.044,342
108.99,38.792,5.004,179.98,0.10,0.105,343
109.09,38.643,5.006,179.99,0.15,0.251,343
109.20,38.484,5.000,180.00,-0.00,0.092,343
109.30,38.379,4.987,180.00,-0.29,0.019,343
109.40,38.165,4.999,179.98,0.02,0.228,344
109.51,38.038,5.000,179.98,0.03,0.150,344
109.61,37.831,5.014,179.98,0.27,0.057,345
109.71,37.735,4.977,180.00,-0.43,0.154,345
109.81,37.565,4.971,179.97,-0.56,0.185,345
109.92,37.417,4.986,179.94,-0.23,0.038,345
110.02,37.285,5.016,179.92,0.40,0.098,346
110.13,37.146,5.017,179.95,0.41,0.236,346
110.23,36.985,5.022,179.97,0.51,0.110,346
110.33,36.847,4.991,-180.00,-0.21,0.031,346
110.43,36.682,5.008,179.99,0.16,0.195,347
110.53,36.548,4.968,180.00,-0.67,0.179,347
110.63,36.390,4.980,179.96,-0.39,0.027,347
110.74,36.241,5.005,179.94,0.18,0.131,348
110.84,36.076,4.981,179.95,-0.31,0.210,348
110.94,35.976,4.983,179.93,-0.27,0.111,348
111.05,35.796,4.989,179.91,-0.09,0.071,349
111.15,35.662,4.992,179.91,-0.03,0.205,349
111.25,35.570,5.048,179.90,1.11,0.214,349
111.36,35.360,4.989,179.97,-0.21,0.011,349
111.46,35.191,5.002,179.96,0.08,0.171,350
111.56,35.019,4.964,179.96,-0.69,0.166,350
111.67,34.908,5.001,179.92,0.13,0.052,350
111.77,34.731,5.007,179.93,0.23,0.126,351
111.87,34.571,4.974,179.94,-0.46,0.221,351
111.97,34.436,5.015,179.92,0.44,0.086,351
112.07,34.314,4.985,179.94,-0.20,0.040,352
112.17,34.117,4.979,179.93,-0.33,0.235,352
112.28,34.012,4.991,179.91,-0.07,0.167,352
112.38,33.863,4.986,179.91,-0.19,0.022,352
112.48,33.717,4.990,179.89,-0.05,0.129,353
112.59,33.525,5.001,179.89,0.17,0.184,353
112.69,33.404,5.004,179.90,0.23,0.063,353
112.79,33.281,5.001,179.92,0.12,0.060,354
112.89,33.095,5.005,179.92,0.19,0.245,354
112.99,32.957,5.008,179.93,0.26,0.122,354
113.10,32.784,4.975,179.95,-0.39,0.057,355
113.20,32.639,4.973,179.93,-0.43,0.198,355
113.30,32.481,4.983,179.90,-0.22,0.152,355
113.40,32.355,4.994,179.89,0.02,0.025,355
113.51,32.193,4.982,179.89,-0.19,0.138,356
113.61,32.055,5.017,179.88,0.50,0.230,356
113.71,31.944,4.999,179.91,0.10,0.118,356
113.82,31.697,5.017,179.91,0.43,0.130,357
113.92,31.604,5.036,179.94,0.78,0.224,357
114.03,31.461,4.986,179.99,-0.28,0.142,357
114.13,31.311,4.987,179.97,-0.26,0.016,357
114.23,31.129,4.989,179.95,-0.16,0.191,358
114.33,30.981,5.000,179.94,0.08,0.166,358
114.44,30.878,4.991,179.95,-0.13,0.064,358
114.54,30.680,5.013,179.94,0.32,0.135,359
114.64,30.520,4.996,179.96,-0.03,0.211,359
114.74,30.433,5.017,179.96,0.42,0.125,359
114.84,30.257,4.984,179.98,-0.27,0.055,360
114.95,30.104,4.992,179.97,-0.11,0.206,360
115.06,29.961,5.028,179.96,0.65,0.159,360
115.16,29.784,4.995,180.00,-0.11,0.021,360
115.26,29.617,5.006,179.99,0.12,0.187,361
115.37,29.498,5.055,180.00,1.13,0.206,361
115.47,29.329,5.046,-179.93,0.93,0.054,361
115.57,29.168,5.010,-179.88,0.04,0.132,362
115.67,29.075,5.018,-179.88,0.19,0.225,362
115.78,28.892,5.046,-179.86,0.81,0.108,362
115.88,28.727,4.975,-179.82,-0.68,0.071,363
115.98,28.607,5.007,-179.86,-0.06,0.188,363
116.09,28.417,4.980,-179.86,-0.61,0.130,363
116.19,28.282,5.006,-179.90,0.00,0.010,363
116.29,28.141,4.954,-179.90,-1.00,0.155,364
116.39,27.955,5.004,-179.96,0.02,0.171,364
116.49,27.818,4.998,-179.95,-0.11,0.034,364
116.60,27.715,5.011,-179.96,0.15,0.070,365
116.70,27.554,5.000,-179.95,-0.07,0.230,365
116.80,27.427,5.026,-179.96,0.50,0.150,365
116.91,27.273,5.033,-179.93,0.65,0.033,365
117.01,27.122,4.999,-179.89,-0.17,0.157,366
117.11,26.934,4.993,-179.90,-0.28,0.160,366
117.22,26.794,4.992,-179.91,-0.30,0.022,366
117.32,26.619,4.979,-179.93,-0.49,0.156,367
117.42,26.498,4.980,-179.96,-0.45,0.230,367
117.52,26.315,4.981,-179.99,-0.44,0.050,367
117.63,26.184,4.956,179.99,-0.78,0.095,368
117.73,26.042,5.010,179.94,0.29,0.226,368
117.83,25.885,5.001,179.96,0.07,0.122,368
117.93,25.724,5.025,179.96,0.50,0.047,369
118.03,25.608,5.003,179.99,0.08,0.155,369
118.13,25.474,4.974,179.99,-0.52,0.217,369
118.23,25.306,5.022,179.96,0.55,0.053,369
118.34,25.139,4.988,180.00,-0.22,0.119,370
118.44,25.029,4.981,179.98,-0.35,0.230,370
118.54,24.848,4.971,179.96,-0.57,0.099,370
118.64,24.684,5.004,179.93,0.16,0.069,371
118.74,24.543,4.964,179.94,-0.62,0.213,371
118.85,24.361,4.973,179.90,-0.45,0.117,371
118.95,24.301,5.018,179.87,0.57,0.056,371
119.05,24.125,4.991,179.91,-0.05,0.124,372
119.16,23.916,4.997,179.90,0.07,0.173,372
119.26,23.816,4.973,179.91,-0.46,0.078,372
119.36,23.616,5.017,179.88,0.48,0.128,373
119.46,23.439,5.010,179.91,0.32,0.201,373
119.57,23.344,4.995,179.93,-0.00,0.107,373
119.67,23.253,4.977,179.93,-0.43,0.028,373
119.77,23.034,5.015,179.90,0.41,0.204,374
119.88,22.907,4.988,179.93,-0.14,0.175,374
119.98,22.747,5.004,179.92,0.21,0.015,374
120.09,22.597,5.040,179.93,0.83,0.141,375
120.19,22.439,4.990,179.98,-0.18,0.212,375
120.29,22.295,4.995,179.97,-0.06,0.068,375
120.39,22.167,5.001,179.97,0.06,0.061,376
120.50,22.001,5.014,179.97,0.32,0.226,376
120.60,21.837,4.992,179.99,-0.17,0.115,376
120.70,21.715,5.024,179.98,0.59,0.025,376
120.80,21.527,5.031,-179.98,0.57,0.198,377
120.91,21.382,4.995,-179.95,-0.18,0.165,377
121.01,21.236,4.986,-179.96,-0.38,0.024,377
121.11,21.084,5.014,-179.98,0.23,0.134,378
121.21,20.967,5.019,-179.97,0.35,0.251,378
121.32,20.765,5.030,-179.95,0.59,0.061,378
121.42,20.616,5.016,-179.91,0.19,0.097,379
121.52,20.523,5.017,-179.90,0.20,0.189,379
121.63,20.357,4.988,-179.89,-0.41,0.151,379
121.73,20.190,5.025,-179.91,0.46,0.030,379
121.83,20.040,4.974,-179.89,-0.64,0.168,380
121.93,19.914,5.046,-179.93,0.84,0.218,380
122.04,19.705,4.993,-179.87,-0.33,0.008,380
122.14,19.578,5.031,-179.89,0.44,0.127,381
122.24,19.425,5.010,-179.87,0.03,0.229,381
122.34,19.320,5.013,-179.87,0.09,0.124,381
122.45,19.145,4.992,-179.86,-0.31,0.052,382
122.55,19.005,5.022,-179.88,0.27,0.192,382
122.65,18.823,5.034,-179.86,0.53,0.136,382
122.75,18.699,4.977,-179.83,-0.77,0.025,382
122.86,18.557,5.003,-179.88,-0.10,0.134,383
122.96,18.402,4.960,-179.88,-0.97,0.219,383
123.06,18.229,4.982,-179.94,-0.48,0.046,383
123.16,18.110,4.988,-179.97,-0.25,0.076,384
123.26,17.927,4.990,-179.99,-0.22,0.246,384
123.37,17.818,4.996,-180.00,-0.09,0.137,384
123.47,17.610,4.989,180.00,-0.19,0.072,385
123.57,17.483,5.019,179.98,0.38,0.198,385
123.68,17.333,4.992,-179.99,-0.17,0.158,385
123.78,17.199,5.004,180.00,0.10,0.024,385
123.88,17.044,4.998,-180.00,-0.04,0.132,386
123.98,16.841,4.964,180.00,-0.75,0.175,386
124.09,16.738,5.003,179.95,0.13,0.067,386
124.19,16.578,4.985,179.96,-0.24,0.094,387
124.29,16.463,5.006,179.95,0.19,0.208,387
124.40,16.296,4.980,179.96,-0.38,0.133,387
124.50,16.160,4.995,179.94,-0.03,0.007,387
124.60,16.008,4.995,179.94,-0.01,0.157,388
124.70,15.862,5.006,179.93,0.22,0.202,388
124.80,15.711,5.015,179.95,0.41,0.054,388
124.90,15.534,4.961,179.97,-0.69,0.132,389
125.01,15.388,4.977,179.93,-0.37,0.234,389
125.11,15.287,5.016,179.91,0.47,0.133,389
125.21,15.091,5.017,179.94,0.39,0.066,390
125.32,14.930,4.978,179.96,-0.38,0.226,390
125.42,14.825,5.003,179.94,0.15,0.175,390
125.52,14.609,5.004,179.95,0.14,0.041,391
125.62,14.473,4.977,179.96,-0.38,0.178,391
125.72,14.310,4.972,179.93,-0.50,0.168,391
125.83,14.169,4.964,179.90,-0.67,0.043,391
125.93,14.059,5.029,179.86,0.70,0.090,392
126.03,13.895,5.017,179.91,0.47,0.250,392
126.14,13.742,4.962,179.93,-0.72,0.110,392
126.24,13.603,5.020,179.89,0.50,0.041,393
126.34,13.416,5.012,179.92,0.35,0.224,393
126.44,13.293,4.995,179.94,-0.03,0.159,393
126.55,13.152,4.984,179.94,-0.27,0.024,393
126.65,12.965,4.970,179.92,-0.47,0.172,394
126.75,12.862,5.008,179.89,0.30,0.233,394
126.86,12.684,4.995,179.91,0.02,0.055,394
126.97,12.523,5.042,179.91,0.89,0.115,395
127.07,12.401,4.978,179.97,-0.39,0.230,395
127.17,12.260,5.036,179.94,0.85,0.141,395
127.28,12.070,4.985,179.99,-0.26,0.056,396
127.38,11.940,5.036,179.98,0.71,0.187,396
127.48,11.809,4.960,-179.98,-0.86,0.194,396
127.58,11.642,5.038,179.97,0.91,0.045,396
127.68,11.472,5.013,-179.98,0.21,0.147,397
127.78,11.351,4.999,-179.96,-0.07,0.237,397
127.89,11.247,5.027,-179.97,0.53,0.136,397
127.99,11.052,5.031,-179.94,0.49,0.069,398
128.09,10.897,5.000,-179.91,-0.12,0.217,398
128.20,10.750,5.012,-179.91,0.13,0.142,398
128.30,10.577,4.994,-179.91,-0.27,0.032,398
128.40,10.451,5.017,-179.92,0.23,0.159,399
128.51,10.267,4.999,-179.91,-0.15,0.164,399
128.61,10.173,5.010,-179.92,0.11,0.071,399
128.71,9.998,4.989,-179.91,-0.33,0.106,400
128.81,9.835,5.034,-179.93,0.59,0.239,400
128.91,9.693,5.008,-179.90,0.04,0.095,400
129.02,9.531,5.026,-179.89,0.34,0.072,401
129.12,9.447,5.013,-179.87,0.08,0.151,401
129.23,9.246,4.991,-179.87,-0.38,0.153,401
129.33,9.113,4.993,-179.89,-0.31,0.022,401
129.44,8.933,5.010,-179.91,0.06,0.160,402
129.54,8.796,5.010,-179.91,0.08,0.209,402
129.64,8.672,4.991,-179.90,-0.34,0.085,402
129.74,8.516,5.000,-179.92,-0.09,0.072,403
129.84,8.360,4.998,-179.93,-0.13,0.228,403
129.94,8.194,5.029,-179.93,0.53,0.115,403
130.04,8.073,5.042,-179.90,0.83,0.043,403
130.14,7.898,4.976,-179.85,-0.66,0.186,404
130.25,7.735,4.966,-179.89,-0.87,0.161,404
130.35,7.612,4.987,-179.94,-0.37,0.037,404
130.46,7.486,5.002,-179.97,0.00,0.091,405
130.56,7.269,4.982,-179.97,-0.41,0.198,405
130.66,7.131,5.010,-179.99,0.21,0.060,405
130.77,6.993,4.992,-179.98,-0.17,0.079,406
130.87,6.820,5.039,-179.99,0.76,0.256,406
130.97,6.687,4.980,-179.94,-0.50,0.121,406
131.07,6.561,5.026,-179.97,0.57,0.027,406
131.18,6.400,5.039,-179.94,0.67,0.171,407
131.28,6.269,4.987,-179.90,-0.40,0.208,407
131.39,6.068,5.012,-179.92,0.17,0.013,407
131.49,5.954,4.996,-179.91,-0.19,0.108,408
131.59,5.784,5.000,-179.92,-0.10,0.228,408
131.70,5.634,5.004,-179.93,-0.02,0.077,408
131.80,5.512,4.980,-179.93,-0.45,0.050,409
131.90,5.362,4.982,-179.96,-0.41,0.196,409
132.01,5.189,5.038,-179.98,0.77,0.142,409
132.11,5.069,4.977,-179.94,-0.61,0.029,409
132.21,4.900,5.019,-179.97,0.32,0.153,410
132.32,4.754,4.978,-179.95,-0.52,0.209,410
132.42,4.580,4.989,-179.98,-0.27,0.035,410
132.53,4.404,5.006,180.00,0.12,0.143,411
132.63,4.278,4.998,-179.99,-0.05,0.236,411
132.73,4.125,5.024,-180.00,0.51,0.087,411
132.83,3.974,5.020,-179.97,0.32,0.070,412
132.94,3.853,4.982,-179.95,-0.41,0.189,412
133.04,3.690,5.013,-179.97,0.23,0.154,412
133.14,3.494,4.985,-179.96,-0.30,0.045,414
133.25,3.404,5.002,-179.98,0.00,0.133,414
133.35,3.239,4.984,-179.98,-0.33,0.209,414
133.45,3.109,4.972,-180.00,-0.57,0.083,414
133.56,2.938,4.974,179.97,-0.53,0.096,414
133.66,2.764,5.000,179.94,0.07,0.239,415
133.76,2.643,4.979,179.94,-0.30,0.119,415
133.87,2.491,5.018,179.92,0.45,0.039,415
133.97,2.349,5.006,179.95,0.18,0.176,415
134.07,2.209,5.004,179.96,0.14,0.188,415
134.17,2.069,5.034,179.97,0.62,0.059,416
134.27,1.888,4.967,-179.99,-0.64,0.137,416
134.38,1.748,4.980,179.97,-0.36,0.233,416
134.48,1.598,4.931,179.95,-1.46,0.108,416
134.58,1.441,5.004,179.86,0.54,0.075,418
134.68,1.319,5.002,179.89,0.49,0.196,418
134.79,1.144,4.975,179.92,0.71,0.136,419
134.89,0.991,4.992,179.96,1.06,0.021,419
134.99,0.827,4.957,-179.97,1.57,0.189,420
135.10,0.689,5.027,-179.88,3.03,0.185,420
135.21,0.561,5.004,-179.70,2.48,0.056,420
135.31,0.394,4.962,-179.55,3.18,0.117,421
135.41,0.228,5.018,-179.36,4.49,0.229,421
135.51,0.109,4.982,-179.09,5.37,0.111,422
135.61,-0.063,5.016,-178.76,6.23,0.065,422
135.72,-0.207,4.978,-178.39,7.32,0.208,423
135.82,-0.354,5.010,-177.95,8.09,0.313,423
135.93,-0.494,4.995,-177.46,9.71,0.173,424
136.03,-0.666,4.984,-176.87,9.77,0.016,424
136.13,-0.795,4.943,-176.28,11.00,0.140,425
136.24,-0.945,4.941,-175.61,11.18,0.284,425
136.34,-1.078,4.947,-174.93,11.42,0.260,425
136.44,-1.253,4.955,-174.23,14.16,0.092,426
136.54,-1.365,4.918,-173.37,13.38,0.088,426
136.64,-1.505,4.872,-172.55,14.89,0.214,427
136.75,-1.668,4.878,-171.64,15.52,0.354,427
136.85,-1.835,4.821,-170.68,17.17,0.243,428
136.95,-1.991,4.830,-169.62,17.87,0.170,428
137.06,-2.130,4.823,-168.51,19.88,0.220,429
137.16,-2.285,4.767,-167.27,19.61,0.226,429
137.26,-2.437,4.727,-166.04,21.37,0.277,430
137.36,-2.600,4.711,-164.70,21.91,0.245,430
137.46,-2.740,4.693,-163.32,23.60,0.260,431
137.57,-2.860,4.618,-161.81,22.90,0.294,431
137.67,-3.018,4.562,-160.36,24.52,0.314,432
137.77,-3.146,4.533,-158.79,24.54,0.304,432
137.88,-3.277,4.506,-157.22,25.89,0.277,433
137.98,-3.491,4.369,-155.56,27.60,0.323,434
138.09,-3.562,4.343,-153.76,26.79,0.322,434
138.19,-3.688,4.267,-152.02,26.62,0.351,434
138.29,-3.826,4.221,-150.30,27.90,0.310,435
138.39,-3.996,4.156,-148.48,28.65,0.297,435
138.49,-4.113,4.069,-146.60,29.24,0.292,436
138.59,-4.238,3.950,-144.68,29.17,0.330,436
138.70,-4.322,3.907,-142.76,28.96,0.297,438
138.80,-4.460,3.834,-140.86,29.29,0.309,438
138.90,-4.586,3.704,-138.93,29.48,0.281,438
139.00,-4.686,3.574,-136.98,28.48,0.336,439
139.11,-4.775,3.502,-135.12,28.15,0.292,439
139.21,-4.951,3.411,-133.28,27.66,0.272,440
139.31,-4.986,3.305,-131.48,26.58,0.265,440
139.41,-5.103,3.142,-129.76,26.98,0.306,440
139.52,-5.212,3.059,-128.01,24.81,0.226,441
139.62,-5.326,2.950,-126.42,25.21,0.220,441
139.72,-5.382,2.813,-124.80,24.65,0.214,441
139.82,-5.475,2.697,-123.22,21.76,0.200,442
139.93,-5.519,2.526,-121.85,21.10,0.223,442
140.04,-5.625,2.472,-120.52,21.64,0.142,442
140.14,-5.681,2.311,-119.16,17.71,0.194,443
140.24,-5.816,2.188,-118.06,18.96,0.072,443
140.34,-5.845,2.078,-116.88,14.34,0.165,444
140.44,-5.921,1.907,-116.00,14.49,0.039,444
140.55,-6.009,1.791,-115.12,15.00,0.138,444
140.65,-6.021,1.686,-114.19,9.81,0.098,445
140.76,-6.113,1.496,-113.60,10.29,0.126,445
140.86,-6.234,1.361,-112.98,7.25,0.196,446
140.96,-6.203,1.248,-112.54,5.55,0.134,446
141.07,-6.282,1.112,-112.20,6.05,0.256,446
141.17,-6.338,0.946,-111.84,1.44,0.256,447
141.28,-6.371,0.820,-111.75,1.06,0.303,447
141.38,-6.446,0.649,-111.69,-2.97,0.366,448
141.48,-6.504,0.540,-111.87,-2.62,0.404,448
141.59,-6.630,0.423,-112.03,-5.13,0.540,449
141.69,-6.635,0.288,-112.33,-6.04,0.506,449
141.80,-6.664,0.125,-112.70,-10.44,0.514,450
141.90,-6.778,-0.026,-113.33,-9.70,0.585,450
142.00,-6.774,-0.158,-113.92,-10.76,0.547,450
142.10,-6.884,-0.287,-114.57,-13.37,0.626,451
142.21,-6.913,-0.418,-115.39,-13.82,0.597,451
142.31,-7.013,-0.550,-116.23,-16.43,0.668,452
142.41,-7.031,-0.687,-117.25,-17.10,0.607,452
142.52,-7.137,-0.837,-118.31,-19.65,0.657,453
142.62,-7.205,-0.967,-119.53,-19.67,0.639,453
142.72,-7.282,-1.081,-120.76,-21.75,0.655,454
142.83,-7.362,-1.235,-122.13,-22.18,0.637,454
142.93,-7.387,-1.343,-123.54,-22.30,0.594,454
143.03,-7.507,-1.474,-124.95,-24.21,0.627,455
143.13,-7.591,-1.524,-126.49,-22.92,0.649,455
143.24,-7.695,-1.700,-127.94,-25.74,0.639,456
143.34,-7.798,-1.829,-129.60,-25.92,0.601,456
143.44,-7.860,-1.956,-131.27,-27.61,0.572,457
143.54,-7.933,-2.063,-133.07,-27.56,0.534,457
143.65,-8.078,-2.179,-134.87,-28.75,0.544,458
143.75,-8.159,-2.296,-136.75,-28.93,0.504,458
143.85,-8.320,-2.371,-138.65,-28.54,0.531,458
143.95,-8.390,-2.477,-140.52,-29.55,0.508,459
144.05,-8.499,-2.576,-142.47,-29.61,0.453,459
144.15,-8.616,-2.658,-144.42,-30.16,0.461,460
144.25,-8.727,-2.792,-146.42,-30.83,0.383,460
144.36,-8.868,-2.853,-148.47,-30.59,0.394,460
144.46,-9.004,-2.918,-150.51,-30.95,0.399,461
144.57,-9.150,-2.984,-152.57,-30.96,0.374,461
144.67,-9.287,-3.029,-154.63,-31.08,0.417,462
144.77,-9.377,-3.102,-156.70,-30.89,0.341,462
144.87,-9.582,-3.208,-158.76,-32.14,0.332,462
144.98,-9.662,-3.203,-160.92,-31.06,0.338,463
145.08,-9.811,-3.281,-162.99,-31.53,0.268,463
145.18,-9.975,-3.310,-165.10,-31.71,0.315,464
145.28,-10.145,-3.358,-167.22,-32.10,0.241,464
145.39,-10.260,-3.431,-169.38,-32.25,0.224,464
145.49,-10.385,-3.406,-171.55,-31.44,0.245,465
145.59,-10.565,-3.441,-173.65,-31.97,0.195,465
145.69,-10.702,-3.522,-175.80,-32.54,0.207,465
145.79,-10.854,-3.485,-177.99,-31.94,0.137,466
145.89,-11.027,-3.502,179.87,-32.37,0.183,466
145.99,-11.180,-3.474,177.69,-32.00,0.140,467
146.10,-11.296,-3.466,175.54,-31.56,0.116,467
146.20,-11.466,-3.447,173.43,-31.82,0.198,467
146.30,-11.573,-3.458,171.30,-31.30,0.095,468
146.40,-11.739,-3.426,169.21,-31.51,0.117,468
146.51,-11.873,-3.376,167.10,-31.17,0.159,468
146.61,-12.033,-3.322,165.02,-31.14,0.081,469
146.71,-12.192,-3.344,162.94,-31.73,0.173,469
146.82,-12.339,-3.294,160.82,-31.45,0.061,470
146.92,-12.476,-3.217,158.71,-31.29,0.097,470
147.03,-12.625,-3.183,156.62,-31.56,0.145,470
147.13,-12.737,-3.092,154.51,-30.78,0.012,471
147.23,-12.884,-3.068,152.46,-31.10,0.143,471
147.33,-13.021,-3.008,150.39,-31.22,0.120,471
147.44,-13.198,-2.890,148.31,-31.51,0.117,472
147.54,-13.284,-2.856,146.20,-30.94,0.209,472
147.64,-13.388,-2.780,144.14,-30.61,0.100,472
147.75,-13.482,-2.665,142.10,-29.87,0.085,473
147.85,-13.612,-2.512,140.13,-30.07,0.118,473
147.95,-13.754,-2.484,138.14,-30.27,0.079,474
148.05,-13.847,-2.369,136.13,-30.01,0.162,474
148.15,-13.980,-2.288,134.15,-30.43,0.133,474
148.25,-14.040,-2.183,132.13,-29.43,0.074,475
148.36,-14.184,-2.044,130.19,-30.23,0.191,475
148.46,-14.295,-1.932,128.19,-30.13,0.104,476
148.57,-14.382,-1.805,126.19,-30.11,0.168,476
148.67,-14.489,-1.679,124.20,-30.45,0.146,476
148.77,-14.536,-1.556,122.18,-29.56,0.092,477
148.87,-14.642,-1.479,120.23,-29.71,0.204,477
148.97,-14.670,-1.320,118.26,-29.12,0.120,477
149.07,-14.744,-1.218,116.35,-28.83,0.102,478
149.17,-14.834,-1.066,114.46,-29.33,0.216,478
149.28,-14.875,-0.898,112.53,-29.05,0.080,479
149.38,-14.990,-0.806,110.62,-29.52,0.186,479
149.48,-14.995,-0.624,108.67,-29.19,0.146,479
149.58,-15.065,-0.467,106.75,-29.41,0.122,480
149.69,-15.111,-0.328,104.81,-29.42,0.224,480
149.79,-15.138,-0.184,102.87,-29.28,0.114,480
149.89,-15.165,-0.059,100.95,-28.77,0.127,481
150.00,-15.208,0.080,99.06,-28.91,0.209,481
150.11,-15.225,0.211,97.16,-28.47,0.119,482
150.21,-15.215,0.371,95.30,-28.28,0.138,482
150.31,-15.276,0.544,93.45,-29.18,0.162,482
150.41,-15.259,0.694,91.53,-28.68,0.106,483
150.52,-15.248,0.847,89.65,-28.58,0.210,483
150.62,-15.273,0.932,87.77,-28.07,0.157,483
150.72,-15.261,1.108,85.94,-28.25,0.114,484
150.83,-15.240,1.280,84.09,-28.47,0.184,484
150.93,-15.225,1.449,82.23,-28.63,0.089,485
151.04,-15.248,1.578,80.35,-28.78,0.182,485
151.14,-15.228,1.723,78.46,-28.81,0.178,485
151.24,-15.217,1.932,76.57,-29.56,0.180,486
151.34,-15.109,1.999,74.62,-27.87,0.183,486
151.45,-15.065,2.181,72.80,-28.37,0.083,487
151.55,-15.062,2.328,70.95,-28.70,0.154,487
151.65,-14.991,2.456,69.07,-28.37,0.171,487
151.75,-14.944,2.587,67.21,-28.19,0.089,488
151.85,-14.892,2.756,65.37,-28.73,0.195,488
151.96,-14.808,2.845,63.48,-27.83,0.131,488
152.06,-14.762,2.981,61.67,-27.98,0.086,489
152.16,-14.679,3.111,59.84,-27.91,0.192,489
152.27,-14.620,3.254,58.02,-28.26,0.105,489
152.37,-14.502,3.400,56.17,-28.38,0.139,490
152.47,-14.449,3.534,54.32,-28.65,0.158,490
152.57,-14.354,3.628,52.44,-28.10,0.068,491
152.67,-14.237,3.747,50.60,-28.09,0.173,491
152.77,-14.141,3.868,48.77,-28.21,0.086,491
152.88,-14.053,3.947,46.92,-27.67,0.057,492
152.98,-13.971,4.059,45.12,-27.74,0.190,492
153.09,-13.872,4.212,43.31,-28.02,0.090,494
153.19,-13.748,4.288,41.48,-27.68,0.123,494
153.29,-13.628,4.383,39.68,-27.63,0.137,494
153.39,-13.522,4.510,37.88,-28.20,0.081,494
153.49,-13.367,4.568,36.04,-26.43,0.190,495
153.60,-13.311,4.680,34.33,-26.65,0.123,495
153.70,-13.149,4.753,32.60,-26.61,0.097,495
153.80,-13.031,4.843,30.88,-26.77,0.174,495
153.90,-12.918,4.967,29.15,-25.49,0.112,496
154.01,-12.767,5.033,27.51,-25.49,0.186,496
154.11,-12.634,5.022,25.87,-24.13,0.124,496
154.22,-12.511,5.152,24.33,-23.00,0.105,497
154.32,-12.367,5.201,22.87,-22.85,0.212,497
154.42,-12.217,5.246,21.42,-22.71,0.084,497
154.52,-12.086,5.301,19.98,-22.69,0.125,497
154.62,-11.964,5.354,18.54,-20.15,0.189,498
154.72,-11.830,5.433,17.28,-20.64,0.134,498
154.83,-11.677,5.446,15.99,-20.16,0.172,498
154.93,-11.517,5.492,14.72,-20.35,0.154,498
155.03,-11.363,5.523,13.45,-17.58,0.137,499
155.13,-11.261,5.564,12.36,-17.49,0.221,499
155.24,-11.066,5.598,11.28,-17.81,0.165,499
155.34,-10.960,5.633,10.17,-17.72,0.199,499
155.45,-10.829,5.639,9.07,-14.49,0.271,500
155.55,-10.662,5.680,8.19,-14.92,0.225,500
155.65,-10.495,5.699,7.27,-15.00,0.274,500
155.75,-10.349,5.701,6.35,-12.12,0.352,501
155.85,-10.208,5.723,5.61,-12.20,0.288,501
155.96,-10.042,5.747,4.87,-12.48,0.294,501
156.06,-9.905,5.779,4.11,-12.85,0.373,501
156.17,-9.735,5.790,3.32,-10.34,0.374,502
156.27,-9.618,5.768,2.70,-9.64,0.315,502
156.38,-9.447,5.802,2.11,-10.30,0.363,502
156.48,-9.329,5.805,1.49,-10.10,0.418,502
